"store","websites","attribute_set","type","sku","category_ids","has_options","name","meta_title","meta_description","url_key","options_container","image_label","small_image_label","thumbnail_label","gift_message_available","bo_author","bo_ISBN","bo_binding","bo_isbn10","bo_language","bo_no_pg","bo_dimension","bo_illustrator","bo_edition","bo_rating","url_path","price","weight","description","short_description","meta_keyword","custom_layout_update","bo_publisher","bo_pu_date","status","tax_class_id","visibility","enable_googlecheckout","bo_int_shipping","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","image","small_image","thumbnail","custom_design","page_layout"
"admin","base","book","simple","014018001X",17,0,"Writings on Irish Folklore, Legend, and Myth",,,"writings-on-irish-folklore-legend-and-myth","Block after Info Column",,,,"Use config","Yeats, William Butler (Author)","014018001X","B-Trade Pbk","014018001X","English",496,,,,,"the-fellowship-of-the-ring.html",13,0.65,"Writings on Irish Folklore, Legend, and Myth","Writings on Irish Folklore, Legend, and Myth",,,"penguin",26/02/02 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Writings on Irish Folklore, Legend, and Myth",0,"simple",,,"/cover/014018001X.jpg","/cover/014018001X.jpg","/cover/014018001X.jpg",,
"admin","base","book","simple",140183167,17,0,"The Jungle Books",,,"the-jungle-books","Block after Info Column",,,,"Use config","Kipling, Rudyard (Author); Karlin, Daniel (Editor/introduction)",140183167,"B-Trade Pbk",140183167,"English",384,,,,,"writings-on-irish-folklore-legend-and-myth.html",10,0.63,"The Jungle Books","The Jungle Books",,,"penguin",02/01/90 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Jungle Books",0,"simple",,,"/cover/0140183167.jpg","/cover/0140183167.jpg","/cover/0140183167.jpg",,
"admin","base","book","simple",140189378,17,0,"Seize the Day",,,"seize-the-day","Block after Info Column",,,,"Use config","Bellow, Saul (Author); Ozick, Cynthia (Introduction by)",140189378,"B-Trade Pbk",140189378,"English",144,,,,,"the-jungle-books.html",12,0.25,"Seize the Day","Seize the Day",,,"penguin",03/01/96 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Seize the Day",0,"simple",,,"/cover/0140189378.jpg","/cover/0140189378.jpg","/cover/0140189378.jpg",,
"admin","base","book","simple",140287078,17,0,"Some of the Dharma",,,"some-of-the-dharma","Block after Info Column",,,,"Use config","Kerouac, Jack (Author)",140287078,"B-Trade Pbk",140287078,"English",432,,,,,"seize-the-day.html",30,2.2,"Some of the Dharma","Some of the Dharma",,,"penguin",11/01/99 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Some of the Dharma",0,"simple",,,"/cover/0140287078.jpg","/cover/0140287078.jpg","/cover/0140287078.jpg",,
"admin","base","book","simple","014039012X",4,0,"Narrative of the Life of Frederick Douglass, An American Slave",,,"narrative-of-the-life-of-frederick-douglass-an-american-slave","Block after Info Column",,,,"Use config","Douglass, Frederick (Author); Baker, Houston A. (Editor/introduction); Garrison, William Lloyd (Preface by)","014039012X","B-Trade Pbk","014039012X","English",160,,,,,"some-of-the-dharma.html",11,0.28,"Narrative of the Life of Frederick Douglass, An American Slave","Narrative of the Life of Frederick Douglass, An American Slave",,,"penguin",26/08/82 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Narrative of the Life of Frederick Douglass, An American Slave",0,"simple",,,"/cover/014039012X.jpg","/cover/014039012X.jpg","/cover/014039012X.jpg",,
"admin","base","book","simple",140390227,17,0,"The Awakening and Selected Stories",,,"the-awakening-and-selected-stories","Block after Info Column",,,,"Use config","Chopin, Kate (Author); Gilbert, Sandra (Editor/introduction)",140390227,"B-Trade Pbk",140390227,"English",288,,,,,"narrative-of-the-life-of-frederick-douglass-an-american-slave.html",7.95,0.43,"The Awakening and Selected Stories","The Awakening and Selected Stories",,,"penguin",05/01/84 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Awakening and Selected Stories",0,"simple",,,"/cover/0140390227.jpg","/cover/0140390227.jpg","/cover/0140390227.jpg",,
"admin","base","book","simple",140390464,17,0,"The Adventures of Huckleberry Finn",,,"the-adventures-of-huckleberry-finn","Block after Info Column",,,,"Use config","Twain, Mark (Author); Seelye, John (Editor/introduction)",140390464,"B-Trade Pbk",140390464,"English",368,,,,,"the-awakening-and-selected-stories.html",5.95,0.4,"The Adventures of Huckleberry Finn","The Adventures of Huckleberry Finn",,,"penguin",01/07/86 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Adventures of Huckleberry Finn",0,"simple",,,"/cover/0140390464.jpg","/cover/0140390464.jpg","/cover/0140390464.jpg",,
"admin","base","book","simple",140390839,17,0,"The Adventures of Tom Sawyer",,,"the-adventures-of-tom-sawyer","Block after Info Column",,,,"Use config","Twain, Mark (Author); Seelye, John (Introduction by)",140390839,"B-Trade Pbk",140390839,"English",256,,,,,"the-adventures-of-huckleberry-finn.html",7,0.4,"The Adventures of Tom Sawyer","The Adventures of Tom Sawyer",,,"penguin",10/07/86 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Adventures of Tom Sawyer",0,"simple",,,"/cover/0140390839.jpg","/cover/0140390839.jpg","/cover/0140390839.jpg",,
"admin","base","book","simple",140423664,17,0,"The Complete Poems",,,"the-complete-poems","Block after Info Column",,,,"Use config","Rossetti, Christina (Author); Flowers, Betty (Editor/introduction)",140423664,"B-Trade Pbk",140423664,"English",1312,,,,,"the-adventures-of-tom-sawyer.html",20,1.88,"The Complete Poems","The Complete Poems",,,"penguin",11/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Complete Poems",0,"simple",,,"/cover/0140423664.jpg","/cover/0140423664.jpg","/cover/0140423664.jpg",,
"admin","base","book","simple",140424245,17,0,"Selected Poems",,,"selected-poems","Block after Info Column",,,,"Use config","Ronsard, Pierre (Author); Quainton, Malcolm (Translator); Vinestock, Elizabeth (Translator)",140424245,"B-Trade Pbk",140424245,"English",384,,,,,"the-complete-poems.html",16,0.55,"Selected Poems","Selected Poems",,,"penguin",29/10/02 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Selected Poems",0,"simple",,,"/cover/0140424245.jpg","/cover/0140424245.jpg","/cover/0140424245.jpg",,
"admin","base","book","simple",140424385,17,0,"The Canterbury Tales",,,"the-canterbury-tales","Block after Info Column",,,,"Use config","Chaucer, Geoffrey (Author); Coghill, Nevill (Translator)",140424385,"B-Trade Pbk",140424385,"English",528,,,,,"selected-poems.html",10,0.8,"The Canterbury Tales","The Canterbury Tales",,,"penguin",02/04/03 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Canterbury Tales",0,"simple",,,"/cover/0140424385.jpg","/cover/0140424385.jpg","/cover/0140424385.jpg",,
"admin","base","book","simple",140433872,17,0,"The Soul of Man Under Socialism and Selected Critical Prose",,,"the-soul-of-man-under-socialism-and-selected-critical-prose","Block after Info Column",,,,"Use config","Wilde, Oscar (Author); Dowling, Linda (Editor/introduction); Dowling, Linda (Notes by)",140433872,"B-Trade Pbk",140433872,"English",432,,,,,"the-canterbury-tales.html",15,0.64,"The Soul of Man Under Socialism and Selected Critical Prose","The Soul of Man Under Socialism and Selected Critical Prose",,,"penguin",11/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Soul of Man Under Socialism and Selected Critical Prose",0,"simple",,,"/cover/0140433872.jpg","/cover/0140433872.jpg","/cover/0140433872.jpg",,
"admin","base","book","simple",140433902,4,0,"Autobiographies",,,"autobiographies","Block after Info Column",,,,"Use config","Darwin, Charles (Author); Neve, Michael (Editor); Messenger, Sharon (Editor)",140433902,"B-Trade Pbk",140433902,"English",128,,,,,"the-soul-of-man-under-socialism-and-selected-critical-prose.html",12,0.25,"Autobiographies","Autobiographies",,,"penguin",24/09/02 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Autobiographies",0,"simple",,,"/cover/0140433902.jpg","/cover/0140433902.jpg","/cover/0140433902.jpg",,
"admin","base","book","simple",140434003,17,0,"Jane Eyre",,,"jane-eyre","Block after Info Column",,,,"Use config","Bront, Charlotte (Author); Mason, Michael (Editor)",140434003,"B-Trade Pbk",140434003,"English",576,,,,,"autobiographies.html",7.95,0.75,"Jane Eyre","Jane Eyre",,,"penguin",09/01/96 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Jane Eyre",0,"simple",,,"/cover/0140434003.jpg","/cover/0140434003.jpg","/cover/0140434003.jpg",,
"admin","base","book","simple",140435174,17,0,"The Lifted Veil and Brother Jacob",,,"the-lifted-veil-and-brother-jacob","Block after Info Column",,,,"Use config","Eliot, George (Author); Shuttleworth, Sally (Editor)",140435174,"B-Trade Pbk",140435174,"English",160,,,,,"jane-eyre.html",9,0.27,"The Lifted Veil and Brother Jacob","The Lifted Veil and Brother Jacob",,,"penguin",10/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Lifted Veil and Brother Jacob",0,"simple",,,"/cover/0140435174.jpg","/cover/0140435174.jpg","/cover/0140435174.jpg",,
"admin","base","book","simple",140435220,17,0,"Oliver Twist",,,"oliver-twist","Block after Info Column",,,,"Use config","Dickens, Charles (Author); Horne, Philip (Editor/introduction)",140435220,"B-Trade Pbk",140435220,"English",608,,,,,"the-lifted-veil-and-brother-jacob.html",7,0.81,"Oliver Twist","Oliver Twist",,,"penguin",27/08/02 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Oliver Twist",0,"simple",,,"/cover/0140435220.jpg","/cover/0140435220.jpg","/cover/0140435220.jpg",,
"admin","base","book","simple",140435468,17,0,"Dombey and Son",,,"dombey-and-son","Block after Info Column",,,,"Use config","Dickens, Charles (Author); Sanders, Andrew (Introduction by); Sanders, Andrew (Notes by)",140435468,"B-Trade Pbk",140435468,"English",1004,,,,,"oliver-twist.html",10,1.46,"Dombey and Son","Dombey and Son",,,"penguin",26/11/02 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Dombey and Son",0,"simple",,,"/cover/0140435468.jpg","/cover/0140435468.jpg","/cover/0140435468.jpg",,
"admin","base","book","simple",140436049,17,0,"Selected Writings (Hildegard of Bingen)",,,"selected-writings-hildegard-of-bingen","Block after Info Column",,,,"Use config","Hildegard of Bingen (Author); Atherton, Mark (Translator)",140436049,"B-Trade Pbk",140436049,"English",320,,,,,"dombey-and-son.html",15,0.54,"Selected Writings (Hildegard of Bingen)","Selected Writings (Hildegard of Bingen)",,,"penguin",11/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Selected Writings (Hildegard of Bingen)",0,"simple",,,"/cover/0140436049.jpg","/cover/0140436049.jpg","/cover/0140436049.jpg",,
"admin","base","book","simple",140436243,17,0,"Journals and Letters: Burney, Frances",,,"journals-and-letters-burney-frances","Block after Info Column",,,,"Use config","Burney, Frances (Author); Sabor, Peter (Editor); Troide, Lars E. (Editor)",140436243,"B-Trade Pbk",140436243,"English",608,,,,,"selected-writings-hildegard-of-bingen.html",18,0.95,"Journals and Letters: Burney, Frances","Journals and Letters: Burney, Frances",,,"penguin",11/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,10,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Journals and Letters: Burney, Frances",0,"simple",,,"/cover/0140436243.jpg","/cover/0140436243.jpg","/cover/0140436243.jpg",,
"admin","base","book","simple",140436405,17,0,"Ruth Hall",,,"ruth-hall","Block after Info Column",,,,"Use config","Fern, Fanny (Author); Belasco, Susan (Editor); Belasco, Susan (Introduction by)",140436405,"B-Trade Pbk",140436405,"English",336,,,,,"journals-and-letters-burney-frances.html",15,0.51,"Ruth Hall","Ruth Hall",,,"penguin",02/01/97 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Ruth Hall",0,"simple",,,"/cover/0140436405.jpg","/cover/0140436405.jpg","/cover/0140436405.jpg",,
"admin","base","book","simple","014043657X",17,0,"Guy Mannering",,,"guy-mannering","Block after Info Column",,,,"Use config","Scott, Walter (Author); Garside, P. D. (Editor); Millgate, Jane (Introduction by)","014043657X","B-Trade Pbk","014043657X","English",552,,,,,"ruth-hall.html",15,0.76,"Guy Mannering","Guy Mannering",,,"penguin",25/11/03 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Guy Mannering",0,"simple",,,"/cover/014043657X.jpg","/cover/014043657X.jpg","/cover/014043657X.jpg",,
"admin","base","book","simple",140437010,4,0,"Personal Memoirs",,,"personal-memoirs","Block after Info Column",,,,"Use config","Grant, Ulysses S. (Author); McPherson, James M. (Editor/introduction)",140437010,"B-Trade Pbk",140437010,"English",704,,,,,"guy-mannering.html",17,1.01,"Personal Memoirs","Personal Memoirs",,,"penguin",01/01/99 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Personal Memoirs",0,"simple",,,"/cover/0140437010.jpg","/cover/0140437010.jpg","/cover/0140437010.jpg",,
"admin","base","book","simple",140437347,17,0,"Gulliver's Travels",,,"gulliver-s-travels","Block after Info Column",,,,"Use config","Swift, Jonathan (Author); DeMaria, Robert (Editor)",140437347,"B-Trade Pbk",140437347,"English",336,,,,,"personal-memoirs.html",7,0.49,"Gulliver's Travels","Gulliver's Travels",,,"penguin",10/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Gulliver's Travels",0,"simple",,,"/cover/0140437347.jpg","/cover/0140437347.jpg","/cover/0140437347.jpg",,
"admin","base","book","simple",140437479,17,0,"The Adventures of David Simple",,,"the-adventures-of-david-simple","Block after Info Column",,,,"Use config","Fielding, Sarah (Author); Bree, Linda (Introduction by); Bree, Linda (Notes by)",140437479,"B-Trade Pbk",140437479,"English",528,,,,,"gulliver-s-travels.html",15,0.75,"The Adventures of David Simple","The Adventures of David Simple",,,"penguin",24/09/02 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Adventures of David Simple",0,"simple",,,"/cover/0140437479.jpg","/cover/0140437479.jpg","/cover/0140437479.jpg",,
"admin","base","book","simple",140437525,17,0,"The Last Chronicle of Barset",,,"the-last-chronicle-of-barset","Block after Info Column",,,,"Use config","Trollope, Anthony (Author); Gilmartin, Sophie (Editor)",140437525,"B-Trade Pbk",140437525,"English",928,,,,,"the-adventures-of-david-simple.html",12,1.6,"The Last Chronicle of Barset","The Last Chronicle of Barset",,,"penguin",29/10/02 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Last Chronicle of Barset",0,"simple",,,"/cover/0140437525.jpg","/cover/0140437525.jpg","/cover/0140437525.jpg",,
"admin","base","book","simple",140437533,17,0,"Vanity Fair",,,"vanity-fair","Block after Info Column",,,,"Use config","Thackeray, William Makepeace (Author); Carey, John (Editor)",140437533,"B-Trade Pbk",140437533,"English",912,,,,,"the-last-chronicle-of-barset.html",8,1.21,"Vanity Fair","Vanity Fair",,,"penguin",26/02/02 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Vanity Fair",0,"simple",,,"/cover/0140437533.jpg","/cover/0140437533.jpg","/cover/0140437533.jpg",,
"admin","base","book","simple",140437592,17,0,"The Mysteries of Udolpho",,,"the-mysteries-of-udolpho","Block after Info Column",,,,"Use config","Radcliffe, Ann (Author); Howard, Jacqueline (Editor/introduction)",140437592,"B-Trade Pbk",140437592,"English",704,,,,,"vanity-fair.html",15,1.07,"The Mysteries of Udolpho","The Mysteries of Udolpho",,,"penguin",10/01/01 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Mysteries of Udolpho",0,"simple",,,"/cover/0140437592.jpg","/cover/0140437592.jpg","/cover/0140437592.jpg",,
"admin","base","book","simple",140437614,17,0,"The Life and Adventures of Robinson Crusoe",,,"the-life-and-adventures-of-robinson-crusoe","Block after Info Column",,,,"Use config","Defoe, Daniel (Author); Richetti, John (Introduction by)",140437614,"B-Trade Pbk",140437614,"English",288,,,,,"the-mysteries-of-udolpho.html",8,0.46,"The Life and Adventures of Robinson Crusoe","The Life and Adventures of Robinson Crusoe",,,"penguin",31/12/01 00:00,"Enabled","None","Catalog, Search","Yes",1,11,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Life and Adventures of Robinson Crusoe",0,"simple",,,"/cover/0140437614.jpg","/cover/0140437614.jpg","/cover/0140437614.jpg",,
"admin","base","book","simple",140437622,17,0,"Phineas Redux",,,"phineas-redux","Block after Info Column",,,,"Use config","Trollope, Anthony (Author); Hecimovich, Gregg A. (Introduction by); Hecimovich, Gregg A. (Notes by)",140437622,"B-Trade Pbk",140437622,"English",688,,,,,"the-life-and-adventures-of-robinson-crusoe.html",11,1.25,"Phineas Redux","Phineas Redux",,,"penguin",26/08/03 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"Phineas Redux",0,"simple",,,"/cover/0140437622.jpg","/cover/0140437622.jpg","/cover/0140437622.jpg",,
"admin","base","book","simple",140437657,17,0,"The Lost World and Other Thrilling Tales",,,"the-lost-world-and-other-thrilling-tales","Block after Info Column",,,,"Use config","Doyle, Arthur Conan Conan (Author); Gooden, Philip (Editor)",140437657,"B-Trade Pbk",140437657,"English",384,,,,,"phineas-redux.html",9,0.56,"The Lost World and Other Thrilling Tales","The Lost World and Other Thrilling Tales",,,"penguin",31/12/01 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Lost World and Other Thrilling Tales",0,"simple",,,"/cover/0140437657.jpg","/cover/0140437657.jpg","/cover/0140437657.jpg",,
"admin","base","book","simple",140437673,17,0,"The Castle of Otranto",,,"the-castle-of-otranto","Block after Info Column",,,,"Use config","Walpole, Horace (Author); Gamer, Michael (Author)",140437673,"B-Trade Pbk",140437673,"English",208,,,,,"the-lost-world-and-other-thrilling-tales.html",10,0.36,"The Castle of Otranto","The Castle of Otranto",,,"penguin",29/01/02 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Castle of Otranto",0,"simple",,,"/cover/0140437673.jpg","/cover/0140437673.jpg","/cover/0140437673.jpg",,
"admin","base","book","simple",140437711,17,0,"The Adventures and Memoirs of Sherlock Holmes",,,"the-adventures-and-memoirs-of-sherlock-holmes","Block after Info Column",,,,"Use config","Doyle, Arthur Conan Conan (Author); Pears, Iain (Introduction by); Glinert, Ed (Notes by)",140437711,"B-Trade Pbk",140437711,"English",576,,,,,"the-castle-of-otranto.html",14,0.87,"The Adventures and Memoirs of Sherlock Holmes","The Adventures and Memoirs of Sherlock Holmes",,,"penguin",31/12/01 00:00,"Enabled","None","Catalog, Search","Yes",1,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,"The Adventures and Memoirs of Sherlock Holmes",0,"simple",,,"/cover/0140437711.jpg","/cover/0140437711.jpg","/cover/0140437711.jpg",,
